id,title,publication date
US-4036306-A,Multi-unit adjustable plow pulled by vehicle and having steering wheel turnable only on adjustment of plow ,1977-07-19
FR-1187628-A,"Caster, wheel or the like, more especially for furniture ",1959-09-14
CN-2033787-U,Multi-purpose portable bed for repairing automobile ,1989-03-08
US-1392992-A,Garden-tractor ,1921-10-11
CN-216231469-U,Adjusting mechanism for adjusting height of vehicle caster ,2022-04-08
US-3700058-A,Motorized amusement car ,1972-10-24
BE-548241-A,Patent BE548241A ,
JP-H09315796-A,Rear wheel suspension mechanism of reach type fork lift ,1997-12-09
DE-7210657-U,PIVOT ROLLER ,1972-06-22
JP-H0672782-U,Vehicle running control device ,1994-10-11
DE-2408570-A1,Caster wheel especially for swivel chairs - has weight dependant wheel brake using spring applied conical friction member ,1975-09-11
JP-H09276337-A,Wheelchair ,1997-10-28
CN-213731584-U,Auxiliary assembly for refrigeration equipment maintenance ,2021-07-20
JP-2001121903-A,"Detachable caster, elevating implement of supported object for attachment and detachment and carrying pallet using the detachable caster ",2001-05-08
CN-2576509-Y,Side-braking caster wheel ,2003-10-01
US-3635491-A,Caster jack mechanism for portable appliances ,1972-01-18
US-1723073-A,Planting machine ,1929-08-06
US-2094050-A,Caster wheel ,1937-09-28
JP-4073245-B2,Carriage for transportation ,2008-04-09
JP-4458915-B2,Caster equipment ,2010-04-28
US-725325-A,Caster. ,1903-04-14
CN-2089887-U,Spherical universal castor ,1991-12-04
JP-2004338422-A,Wheel structure of caster ,2004-12-02
KR-20130111765-A,Caster with a acetel spindle ,2013-10-11
US-2020079163-A1,Temporary Support for All-Terrain Vehicle ,2020-03-12
US-2733821-A,willrodt ,1956-02-07
CN-114278067-A,Movable scaffold capable of improving lifting stability and preventing wheel train sliding ,2022-04-05
JP-3403673-B2,Side fork type transfer vehicle ,2003-05-06
KR-20240129539-A,Moving Objects with Servo Type Wheel Devices ,2024-08-27
US-RE34433-E,Caster locking mechanism and carriage ,1993-11-09
CN-207015069-U,Heavy burden direction-caster ,2018-02-16
US-3324956-A,Optionally and automatically controlled rear caster wheels on prime mover trailed vehicle assemblies ,1967-06-13
US-4184227-A,Sanitary caster ,1980-01-22
US-3809261-A,Moving system ,1974-05-07
CN-210307735-U,Truckle mounting structure of tool cabinet and tool cabinet thereof ,2020-04-14
US-6725954-B1,Apparatus and method for steering a vehicle with zero turning radius capability ,2004-04-27
CA-2752610-A1,Floor protectors for furniture legs and casters and methods of making and using same ,2012-03-16
CN-213920546-U,Caster with positioning function and non-driving mobile platform applying same ,2021-08-10
JP-2000006797-A,Track carriage system ,2000-01-11
US-5802668-A,Caster assembly ,1998-09-08
CN-215669239-U,Caster device for movable guardrail ,2022-01-28
US-812556-A,Transplanter. ,1906-02-13
US-1355981-A,Tractor ,1920-10-19
US-4119156-A,Implement frame with caster wheel and lock therefor ,1978-10-10
CN-206826698-U,A kind of luggage carrier dispenses utensil ,2018-01-02
JP-H08225064-A,Mud collecting device in vehicle washing machine ,1996-09-03
US-4303254-A,Retractable caster wheel for a trailer ,1981-12-01
CN-213423141-U,Detect comprehensive food detection equipment ,2021-06-11
CN-112124003-A,Multifunctional heavy-load dustproof damping universal wheel ,2020-12-25
JP-4195238-B2,Front wheel drive wheelchair ,2008-12-10
CN-215971090-U,Sweeper driving caster ,2022-03-08
CN-2152697-Y,Pneumatically-adjusted universal furniture caster ,1994-01-12
WO-2018128602-A1,Wheel guard ,2018-07-12
US-3602941-A,Caster wheel arrangement ,1971-09-07
JP-2004196242-A,Lock mechanism of caster ,2004-07-15
CN-116811479-A,Caster with locking device and carrying tool thereof ,2023-09-29
CN-211212048-U,Movable bookshelf ,2020-08-11
US-3335948-A,Wheel alignment computer ,1967-08-15
US-3442409-A,Transport vehicle ,1969-05-06
CN-115891632-A,Decoupling driving universal wheel assembly for precise driving and omnidirectional moving platform ,2023-04-04
US-3071389-A,Mounting for caster wheel of industrial truck ,1963-01-01
DE-3439121-A1,TWIN WHEEL ROLLER ,1985-05-09
JP-2000185506-A,Dust-proof structure of catser wheel ,2000-07-04
JP-2004098810-A,Adjustable wheel ,2004-04-02
US-1632435-A,Swivel caster with brake and lock ,1927-06-14
JP-3589942-B2,Remote control method of caster wheel adjustment ,2004-11-17
US-6047439-A,Caster wheel with releasable bearing assembly ,2000-04-11
CN-217476996-U,Caster capable of adjusting height ,2022-09-23
JP-3286781-B2,Caster with turning control mechanism ,2002-05-27
US-1221992-A,Sulky-plow. ,1917-04-10
JP-H0715479-U,Work vehicle steering system ,1995-03-14
JP-H057030-U,Walk-behind lawn mower ,1993-02-02
US-6425591-B1,Modular cart ,2002-07-30
US-3493248-A,Frame means for agricultural implements having improved caster wheel means ,1970-02-03
CN-213057151-U,Multifunctional obstacle-surmounting trolley ,2021-04-27
US-2677225-A,Self-propelled swather ,1954-05-04
US-4103441-A,Trencher with offset drive wheels ,1978-08-01
US-2707794-A,Brake-equipped casters ,1955-05-10
CN-212919907-U,Mortar rapid mixing device ,2021-04-09
JP-2019137211-A,Caster unit ,2019-08-22
JP-2014083946-A,Wheel installing structure ,2014-05-12
US-2713918-A,Wheel mounting for industrial truck ,1955-07-26
US-298784-A,Child s carriage ,1884-05-20
CN-107661146-B,Mobile lifting device for medical imaging equipment ,2019-11-05
CN-212997153-U,Guide wheel device for medical sickbed ,2021-04-20
US-7219914-B2,Trailer jack and method ,2007-05-22
JP-H08282204-A,Unmanned conveying vehicle ,1996-10-29
JP-2001316093-A,Rear suspension for reach forklift ,2001-11-13
JP-H0593906-U,Caster car ,1993-12-21
US-1810971-A,Adjustable caster ,1931-06-23
CA-2924989-A1,Adjustable wheelchair arrangements ,2017-09-24
CN-112589726-A,Quick assembly disassembly structure of car floor module ,2021-04-02
US-1555839-A,Bed caster and the like ,1925-10-06
US-344728-A,Caster ,1886-06-29
US-2685351-A,Brake-equipped caster ,1954-08-03
JP-3053450-U,caster ,1998-10-27
KR-20110113229-A,Antistatic wheels for caster ,2011-10-17
JP-2009034083-A,Pet animal carrier ,2009-02-19
JP-6138993-B2,Caster equipment ,2017-05-31
CN-110919337-B,Full-automatic caster nut precession equipment ,2021-08-20
US-3482847-A,Trailer guide wheel construction ,1969-12-09
US-1428932-A,Caster lock ,1922-09-12
CN-215041857-U,Double-wheel type caster ,2021-12-07
US-2004021280-A1,Method and apparatus for moving shelf units including moving shelf units arranged in a gondola having the shelves fully loaded with goods ,2004-02-05
DE-20219285-U1,"Caster has two wheel components each with set back chamber in which fits shock resistant annular disc, with set back chamber located on inner side of each wheel body ",2003-02-20
CN-116871853-A,Automatic pinch roller and trimming device and method for storage box ,2023-10-13
CN-109204453-B,Mobile robot and in-situ backing method and device thereof ,2020-07-28
JP-6405229-B2,caster ,2018-10-17
US-6678917-B1,Wheel protection system ,2004-01-20
PH-12014000352-A1,Convertible wheelchair ,2016-06-06
US-2974737-A,Farm implement caster wheel ,1961-03-14
JP-2000296701-A,Caster ,2000-10-24
JP-H07252090-A,Simplified crane ,1995-10-03
CN-111879641-A,Material hardness quality detection equipment for building engineering ,2020-11-03
JP-H0310081-Y2,Patent JPH0310081Y2 ,1991-03-13
US-1855316-A,Caster wheel ,1932-04-26
CN-109223185-A,A kind of hand propelled trolley ,2019-01-18
CN-211684512-U,Shock-proof universal wheel ,2020-10-16
US-3760628-A,Caster and camber adjustment tool ,1973-09-25
CA-1317867-C,Wire mesh straightening method and apparatus ,1993-05-18
CN-1314549-C,Caster for shopping and transport trolleys ,2007-05-09
US-3066764-A,Caster brake and lock ,1962-12-04
US-3070828-A,Removable caster lock ,1963-01-01
CA-2220297-C,Sprayer boom lock valve for sequencing unfolding steps ,2004-03-02
JP-2002301119-A,Mobile lift for nursing ,2002-10-15
JP-2024106502-A,Caster ,2024-08-08
CN-105375602-A,Portable charging apparatus for electric automobile ,2016-03-02
US-5219175-A,Mobile support device for concrete-spreading hoses ,1993-06-15
US-5036650-A,Material collection system ,1991-08-06
CN-108995478-B,Buffering anti-abrasion type caster assembly ,2020-02-18
US-2057655-A,Vehicle ,1936-10-20
JP-2023087832-A,Caster ,2023-06-26
US-392721-A,datis ,1888-11-13
US-1157719-A,Bundle-carrying attachment for harvesters and the like. ,1915-10-26
US-569035-A,Grain-drill ,1896-10-06
US-513748-A,Truck ,1894-01-30
JP-S5815344-B2,multi-directional vehicle ,1983-03-25
KR-101977040-B1,An auxiliary caster for a logistics robot equipped with a height correction part ,2019-05-10
JP-2014101203-A5,Patent JP2014101203A5 ,2015-10-08
JP-2022022989-A,Caster with brake and carrier truck ,2022-02-07
US-7228936-B2,Mobile scaffolding braking system ,2007-06-12
US-829286-A,Beet-puller. ,1906-08-21
CN-213015295-U,Safety brake wheel for scaffold ,2021-04-20
JP-4252492-B2,Elastic conductive wheel and manufacturing method thereof ,2009-04-08
CN-106197642-A,A kind of movably frame-type weighbridge ,2016-12-07
KR-200351105-Y1,Caster ,2004-05-22
US-4888849-A,Wheeled hand cart for wet/dry utility vacuum cleaner ,1989-12-26
US-5054560-A,Transporting caster wheels ,1991-10-08
KR-200288046-Y1,Caster ,2002-09-09
JP-S61235266-A,Auxiliary truck with wheelchair ,1986-10-20
US-2484094-A,Caster brake ,1949-10-11
JP-H11170803-A,Caster ,1999-06-29
JP-H0737872-U,Carrier with drive ,1995-07-14
US-2134351-A,Motor vehicle trailer ,1938-10-25
KR-100251232-B1,Method of constituting database for correcting load cell output and weighting container ,2000-04-15
CA-3220034-A1,Auxiliary material moving assembly for snow plow-blower or other material moving device ,2022-12-01
US-1734326-A,Caster wheel ,1929-11-05
AU-2019200451-A1,Transportable drive-over conveyor system ,2019-02-07
CN-207902022-U,Caster device for logistics turnover utensil ,2018-09-25
TW-M362768-U,Rotary caster of luggage ,2009-08-11
CN-106124021-A,A kind of weighbridge of band self-locking movable pulley device ,2016-11-16
US-2515704-A,Caster wheel mounting for land vehicles and aircraft ,1950-07-18
CN-117378965-A,"Floor washing machine, control method thereof and computer readable storage medium ",2024-01-12
US-3902576-A,Add-on unidirectional brake ,1975-09-02
KR-20210026820-A,Jig device for transforting equipment ,2021-03-10
KR-200406874-Y1,Luminous caster ,2006-01-24
US-1936701-A,Twin-wheel caster ,1933-11-28
CA-2770413-A1,Steerable ultra-low patient bed with central locking ,2004-09-23
AU-2220199-A,Lower profile towable luggage ,1999-07-26
US-3235024-A,Automatic pilot for vehicles ,1966-02-15
CN-112009171-A,Brake caster ,2020-12-01
CN-116278501-A,Center-control electric caster with buffering and damping functions ,2023-06-23
KR-101432998-B1,caster ,2014-08-22
US-773608-A,Trailing furrow-wheel attachment for disk plows. ,1904-11-01
US-2254935-A,Caster wheel control for airplanes ,1941-09-02
US-2006075600-A1,Vertically adjustable caster ,2006-04-13
CN-216185613-U,Trolley caster axial linkage locking antiskid device ,2022-04-05
US-2595453-A,Stand and dolly for trailer tongues ,1952-05-06
JP-2001191772-A,Suspension device for industrial vehicle and reach type forklift ,2001-07-17
US-2137485-A,Wheel alignment apparatus ,1938-11-22
US-3455406-A,Agricultural machine with alternate caster wheel positions ,1969-07-15
JP-2000102570-A,Assistant electric wheel ,2000-04-11
KR-20140003904-A,Transfortable structure moving apparatus ,2014-01-10
DE-4021985-C2,Procedure for testing the operation of a drive wheel slip control system ,1994-05-19
JP-H04237602-A,Braking device for caster ,1992-08-26
US-5116264-A,Positionable service bench ,1992-05-26
US-3336735-A,Self-propelled swather ,1967-08-22
CN-104802909-B,Dragline type scooter ,2017-10-20
US-2858650-A,Pavement cutter ,1958-11-04
CN-203282955-U,Reflective castor core for medical equipment ,2013-11-13
JP-2023550589-A,vehicle storage system ,2023-12-04
US-314948-A,Caster ,1885-03-31
EP-1599374-A2,Articulated harvester and method for converting a harvester and towed grain trailer into an articulated harvester ,2005-11-30
KR-20120008012-U,Chair stretcher ,2012-11-26
JP-3072725-U,skater ,2000-11-02
CN-213163139-U,Radial drilling machine with high tool retracting speed ,2021-05-11
CA-2993217-C,Transportable drive-over conveyor system ,2019-12-03
JP-H09313277-A,Installation tool and built-in instrument ,1997-12-09
CN-206953893-U,A kind of heavy aluminium alloy core wheel ,2018-02-02
KR-19980055239-U,Caster angle adjustment device when cornering a vehicle ,1998-10-07
JP-2014101203-A,Hand lifter ,2014-06-05
CN-2619811-Y,Stand bearing type steering castor support ,2004-06-09
CN-112620238-A,Cleaning equipment for gravel ,2021-04-09
TW-M251749-U,Improved structure for caster ,2004-12-01
US-2445865-A,Caster wheel lock ,1948-07-27
CN-116653495-A,Caster structure and chassis thereof ,2023-08-29
CN-215880641-U,Caster shell rotating shaft assembling machine for luggage wheels ,2022-02-22
CN-115723476-A,Caster with automatic height adjusting function and using method thereof ,2023-03-03
US-6796112-B1,Multi-blade lawn mower with offset wheel ,2004-09-28
US-1863349-A,Brake caster ,1932-06-14
CN-219360750-U,Caster and suitcase with same ,2023-07-18
US-2724858-A,Lubricated wheel ,1955-11-29
JP-H0616104-U,Caster device ,1994-03-01
CN-114851773-A,"Caster, trolley, luggage with casters, and equipment with casters ",2022-08-05
CN-2836600-Y,Leisure chair for whole family ,2006-11-15
JP-H0641725-U,Walker wheel ,1994-06-03
JP-H08169351-A,Driving device ,1996-07-02
JP-S583683-Y2,caster ,1983-01-22
US-1334421-A,Steering mechanism for tractors ,1920-03-23
US-7357398-B2,Cart for welding operations ,2008-04-15
CN-212401243-U,Four-direction moving wheel train mechanism ,2021-01-26
US-4685174-A,Shock absorbing caster wheel suspension with frictional vertical oscillation dampening ,1987-08-11
CN-115195344-A,Conductive anti-static polymer elastomer soft-edge-covered silent chair caster and processing technology ,2022-10-18
US-2915775-A,Caster locking assembly ,1959-12-08
CN-214463816-U,Suspended door structure ,2021-10-22
CN-109807210-A,A kind of automatic bending equipment with device for testing tensile force ,2019-05-28
US-2779113-A,Grading and leveling scrapers ,1957-01-29
JP-4284603-B2,Unit type wheelchair ,2009-06-24
US-5170528-A,Obstacle clearing device for wheels ,1992-12-15
TW-M422616-U,Internal control structure of caster ,2012-02-11
US-3566990-A,Portable scaffold ,1971-03-02
NZ-573334-A,A therapeutic arm exercise system using resistance to movement of a wheel supported arm trolley ,2011-07-29
CN-105423841-A,Testing fixture for automotive top cover ,2016-03-23
NZ-626616-B2,Easily dissociable wheelchair ,2016-05-27
US-4008778-A,Self powered jack carriage for moving disabled vehicles ,1977-02-22
JP-H10181303-A,Caster for chair ,1998-07-07
CA-3190354-A1,Agricultural product transfer to air seeder tanks ,2022-06-21
US-1754438-A,Caster ,1930-04-15
JP-3112768-U,Caster roll-in prevention cover ,2005-08-25
US-5566788-A,Shopping cart brake assembly ,1996-10-22
CN-220836695-U,Express sorting vehicle and express transportation line ,2024-04-26
CN-206123399-U,Rust remover ,2017-04-26
CN-207810532-U,Large-scale workpiece passes in and out chamber transmitting device ,2018-09-04
US-7681702-B2,Bag with caster wheels ,2010-03-23
CN-213676248-U,Double-wheel-body caster ,2021-07-13
CN-115742626-A,Single-bearing shaftless mute double-row caster ,2023-03-07
JP-H02180349-A,Continuous transmission ,1990-07-13
US-4696394-A,Easily removable protective covering for annular objects ,1987-09-29
CN-118269511-A,Five-wheel linkage moving structure applied to bed ,2024-07-02
CN-114988303-A,Heavy mushroom stone is with scalable wheel formula hoist that promotes from ,2022-09-02
JP-2004082994-A,Brake device of caster ,2004-03-18
